target,text
1,You can see how you can BUILD Your business the Right WAY and have $$$$$$ coming in all month if you do it RIGHT.  Diversify DIVERSIFY
0,"@MrPaparazzi poor guy  being married to that nutter cant have been easy mind you, he's better off out of it!"
0,@krjm KRJ GODDAMN M. We miss our favorite thithter
1,"playing gears, on msn nd watching OTH talk about multi tasking  but cant wait to go thru all of the OTH kinda excited haha!!!!"
1,TEAM HURRY CURRY won the queer race in a 3-way... tie  now for the partay! Thx to all our amazing donors!!
0,"dang it, i thought holiday start hari jumaat, rupanya hari ahad"
1,Alright trying again! Laters!
1,My friends are getting a bit groggy about the music I'll mellow it out a bit
0,"i want to devour an entire box of those little chocolate covered donuts, but i will be good"
0,I'm having an extremely painful experience trying to get an Uncharted Multiplayer  Game  Code
1,@ChrisCaesar Sure thing - I've got a soft spot for #WoW
0,@sheralynn I wish
1,@taranaki Thanks! Bye!
1,http://twitpic.com/6fmhh - Whintney Port: best dress
0,@insidethehall bummer
0,@MalcolmMillion lmao. @ hey u there.I almost lost $100 to @yeahjdoe bcz we were trying prove who knew of the wackest songs. He won lowkey
1,Stoaked that a certain person has been msging me quite a bit. Hurry up n finish work boo! I got goss 4 u!
1,"@maverickwoman Saved 6 chrctrs and scored a name more interesting than my own. Also Rule 17 is a rule to live by, &quot;omit needless words&quot;!"
0,@RealWizKhalifa aww..i was waitin to see u too..lmfao..2morro i cant get on cuz i gotta pack 4 bermuda..im leavin tues..  no wiz 4 7 days
0,@anhicaluvsjonas il try but i love talking lol
1,Every1 follow @metalikyazz. she sing really good and plays guitar.  and yazzy call me cuz i might not be online. so we can hang out!
0,Back is pretty tight this afternoon
1,On my new iPhone  dont know what app to get yet for this
0,i can't feel that it is the summer holidays  WHEN WILL THAT FEELING COME??
0,@lizthurman we stopped by but missed you
0,tweaked his back during the softball game. hurts so bad contemplating going to the ER.
0,Watching marley and me with sar
0,"@breezy_brittany  Sorry Brit, unless you persuade her to let me #BAC you're on your own"
0,@des4530 oh...in that case friend..no sorry I dont  why aint you at work? and is the comp fixed?
1,@workman LOL  good thinking
0,i'm gon miss my lil' crazy niece for 8 days &amp; 9 nights... she's gon' be in the Philippines..
0,"@santryrush  I can't believe I'm gonna miss his last show!   It might be better that way, tho. At least I won't be crying in the aisles!"
1,"@AceConcierge hello hello, long time no tweet  how are you?"
0,"Im soo tired and idk y , i slep since i came hime from school  gonna go get a shower now brb"
0,"baby sitting... then, who knows what the plan is? Wish I had my own car"
0,So this weekend is gonna be hectic. Barely have any time with my dad for Father's Day! Monday will be one of the saddest days of my life!
0,I really wanna go cycling today.  work instead then I'm free
0,Just arrived in Boston.  Rain go away come again another day
0,"Out with Chris Nguyen and Santos ;) cwisteen pizaaid for gas  and oh btw, We're out to either Cocobay or Bababay. Then kickback? Hmm.."
0,Just left the show. Styles and Sheek killed it!! Styles was supposed tocome back out with Pharaoh but they cut his set
0,"@shagreenxo I can`t belive that some1 actually did that to her, it`s so photoshopped. Poor Miley"
0,"i'm warning everyone now,... i survived some head trauma.. And it forced me to shave my head..  i look like an alien."
0,"4 hours of poker and im only Â£5 up, didnt have a good night"
0,@Allybal
1,"@bobbyllew If you had owned an *actual* cellphone, that would have been video, and called a &quot;QiK&quot;"
0,"RIP Ed McMahaon. From the Tonight Show to Star Search, I feel like I knew you when I was a kid.  You will be missed!"
0,@ohhushmusic why do you post the good stuff when i have to study my exams?
0,Wakey wakey @edeneavanhanna haha don't know why I'm saying this your probably awake... but I'm bored... there's not much to do at 6am
1,Chocolate Shakeology is my fave!  Def gives me energy ehem...&amp; keeps me regular   http://bit.ly/yTsTZ
1,Had an great evening!
0,"@dumbwhore Yeah, I was just trying to be cute. I failed."
0,"oh man, my exams just about a week from now!! i think its time to take a brake from twitter"
1,"@starlinex lol. The eps are funny, right? Megami33 is a genius!"
0,eastern standard time. not a big fan of you right now
1,@RachelFresh thanks anyways  I'm sure she'll be able to sell them there
0,@ruthierogers sorry ruth couldn't get our monkeys...the park was expensive &amp; closing n a hr and half so we didn't go
0,slushies at Sonic with courtney and pablo .....to bad its not half price happy hour... thomas sorry to hear about the back
0,treating my corns
1,in Thailand  being a backpacker again makes me happy
1,"@Smansmith rofl Hey, get into it, stretch those muscles"
1,"Work today. First shift sucked, but the second shift was nice.  http://tinyurl.com/kmnefm"
0,@miszmary yeah man all alone
1,@DiscoveryChPR is now at 8000 Congrats
0,. dealing with my personal problem
1,"Happy Saturday Tweets...Oh my goodness we've been battered by rain all day today, it's been a sluggish day...oh look, finally some sun"
1,Whattt a night ayyy a lil drive n home atlast in bed got 2 b up in 3 hours goodnite twitts  i feel in heaven now ;-)
0,http://twitpic.com/88mzk - Needs to be curled again after a day of rain and humidity.
1,@NKOTBahamas2009 new line should be coming out any day  don't worry!
1,@Jacky_ds are you going for the four boys? Direct message meeeee. It's easier
1,"@hillzy I don't, but I could if it's free."
0,not liking the movie at all... don't get it...
1,@CarlaNix that works for me!
1,Coffee Time.  No work today. Going to see new Doc. Just catching up and reading the news.
1,nice movie of lindsay lohan(just my luck)
1,@christinabo I shall be there  if I don't get arrested for screaming at someone. Hahaha
1,@CheesyCaro urgh lucky! our last day is wednesday :/ but at least we only have 3 days left
1,@Anna_Kosov just got followed by a strange @Anna_Kosov identify yourself!
1,@purplefangs aw thankyou  you too hun x
0,UHOH.  Anything I can do to help.  @documentally @thesolster http://vimeo.com/5197032
1,@TwoPeasandPod I wish I had a piece of that cake right now.
1,hey hey everyone  i say that you should follow @surgeAA coz he will really make your day with pretty flowers and a bouquet (:
0,@Alicequinn @lisdavid89   I lost the game
1,"Middlesbourgh v Man Utd about to start and so I must leave, be back later so do not grieve  Chow4now (ohh Utd make 7 changes to the side)"
1,@zininkleur Thankssss!
0,who the hell voted BNP and Conservstives in Wales?? Shame on you. Hoped #Plaid Cymru would get more than a 1% increas
1,@ardenkhan haha that's also a fun movie!  i miss you naaaaaaa
1,@SumatraPointFr oki  allez j'offre 3 125x125
1,@ChrisBaragar Me too
1,"Ok, here it is!    Thanks @msquid ! Checkout my @photojojo Time Capsule!: http://bit.ly/1Yj58"
0,Still haven't managed to get my stuff charged. Close to finishing the iPod Touch now.
0,Is supposed to call the back surgeon today Dr. For an appt. But too scared to
1,@fossiloflife boy... online-ish...
1,FUCKIN DONE MY ISU!!!! now im happy
1,~stevieiero on deviantart said I was cute   *faint*
0,"@stephaniemltzr it's not official yet, hopefully she'll stay"
1,@bronbrown No surliness presumed luv....140 characters is like a communication diet
1,"@filmnoirgirl him, Tom Jones, nick cave, spinal tap, lady gaga, the rakes, ff, echo and bunnymen ETC SOB SOB"
0,It's this time of the trip where I regret doing some stuff.. like.. not buying more Melissa shoes while in Paris..
0,"Feeling a little under the weather today  got a funny tummy - however, the sun is shining and I'm at home. Yay!"
0,@iamjonathancook ohhh I wish they had strawberry peanut m&amp;m's in England  I want some! Nomnom
0,Broke a personal record of waking up&amp;leaving for work.All under 40mins.Not sure I could do it on daily basis.Had miss salat though
1,Sunny in Aachen
1,was trying to bind footer value in grid.Getting exception then came to know that one can only set footer after binding the grid
0,from la habra to costa mesa to laguna to san marcos...all to be sitting on a computer. something isnt right here
0,my nails are .......... ugly
1,@cal1511 oh! thanks!
1,Is pleased of the slow but steady progression of BB
1,"@Ducer15 @LCaruana I am both shocked and flattered that you noticed - now, who's winning that second #psfreeattitude code?"
1,loves the new metric video.
1,@RachelsNewfie  No problem.  I never that that kind of stuff personally.  I really have enjoyed having you in class.  Please visit
1,"http://www.stardoll.com/lollylollies  check out my new suite, thx!"
1,@drnicomartini that's what I'm thinking! 24-hours a day for 3 days. More time to mingle that way
1,watching the video of &quot;sana&quot; by up dharma down...
1,@Edgar_Baruch i'm 30 min early.  and myra yes we're racing.  i'm going to beat you
1,I wish I had super powers  I want to fly away and come back when I want ... I'm a dreamer alright
1,"@noaeperera Goodluck, chuu~!! I know u'll do well, u're English is already so good!"
1,@Ocartti hey!!  yay! tweet tweet! hah. oh n if I want to follow oprah I can!! she asked me too!
0,damn got sidetracked now i might have to go watch transformers tomorrow
1,Heading to my first day of summer class (human physiology). Been looking forward to it. Committee thinks I'm crazy. I like new classes.
1,is gonna sleep goooood tonite lol lol . graduation tmrwwww
1,I finally took a 2hour nap  yayyy
1,"@motionocean haha, it's the danny one, called 'sad eyes'. it's not posted though, i've just completed my idea"
0,I don't feel well.... *sniff*
0,So the lump I gotta get cut out is 4.3cm long. 2.2cm deep and 2 cm wide. It's gunna hurt.
0,is upset her chocolate melted in the heat!sad times
1,@melz0812 I know  Its this huge history project..its gonna be about 15-20 pages lol. Yeah I cant wait for summer!
0,"yikes, hedley's truck got stolen  25 Days till Half-Blood Prince though!"
0,@PocketGamer awwww sorry to hear that Jon
1,Off to watch a film.
1,@MargalitWard Hey how are you? Good to see you
0,This world is a crazy place to live in these days...
0,wishes the whole receiving updates via text thing was more reliable. She's missed a number of them in the past few days.
1,@paigeinflorida You got it! Added just for you!
0,"Very tired today, up late last night chatting with Owen on the phone. He's leaving in 5 days  gonna miss him"
1,@wings_butterfly non sempre Ã¨ vero
1,"@HGPerry Hi, and thanks for following!"
1,"@ Chriistiinee I did, just to see your pretty face...and to score some discount couture"
0,@bruGADA Copy and paste is not something that I need on my phone. And I had my mom send me a picture text to test it but to no avail
1,Goin out to eat with Sarah and Erica!!
1,listening jonas brothers. i can't wait for June 16th
1,@JKDW4ever OMG!! those were great!!! I freakin die when I see that huge ass grin on D's face. LOVE IT!!! Thanks
0,"@Oziumrules wooow that sucks, ozi.. gg"
1,@firienbarn you can reply buy either typing in @emilysmum or by clicking on the reply arrow when you put your mouse over the message
0,"@PSDougles I really need to hike in Colorado National Monument. So many trails, so little time."
1,@voidspace Unfortunately I guess I'd have to find a sponsor before I could afford that
0,Where did the sun go?? It's chilly in the park.
1,@riphertoshreds_ absolute pleasure! Great site  http://riphertoshreds.wordpress.com/
0,Listening to Opeth. Trying not to think about missing their show in San Antonio. Failing
1,"Gonna watch Up. Still have a headache, and it's stuffy in here, all these damn kids. But yay, Up!"
1,"@taltalk I am heading there in July, any great deals or suggestions please DM me"
1,@vincenthunt Hi captain! I'll be sneaking into the grid from time to time! LOL.
0,Ugh. I hate not being able to enjoy a nice day.
1,@FrenchiesForum i dooo  and so does everyone else
0,Yawn. In work  Anyone wanna bring me a starbucks?
0,Omg just finished the 3rd twilight book. Seriously almost cried. Hope i never Have to make a decision like that!
1,For all you Spymasters out there follow @RussianNinja!
